"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16692","authenticate","setup","Thu Nov 20 11:55:23 IST 2025","passed","Thu Nov 20 11:55:40 IST 2025","","","",""
"","95043","Register Dog Gut Sample - Using Excel Data","chromium","Thu Nov 20 11:55:42 IST 2025","failed","Thu Nov 20 11:57:17 IST 2025","Sample Registration with Excel Data","","",""
