"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18071","authenticate","setup","Thu Nov 20 14:34:14 IST 2025","passed","Thu Nov 20 14:34:32 IST 2025","","","",""
"","89992","Register Dog Gut Sample - Using Excel Data","chromium","Thu Nov 20 14:34:35 IST 2025","passed","Thu Nov 20 14:36:05 IST 2025","Sample Registration with Excel Data","","",""
