"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17840","authenticate","setup","Thu Nov 20 10:50:41 IST 2025","passed","Thu Nov 20 10:50:59 IST 2025","","","",""
"","105229","Register Dog Gut Sample - Using Excel Data","chromium","Thu Nov 20 10:51:02 IST 2025","failed","Thu Nov 20 10:52:47 IST 2025","Sample Registration with Excel Data","","",""
