"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17415","authenticate","setup","Thu Nov 20 11:47:59 IST 2025","passed","Thu Nov 20 11:48:17 IST 2025","","","",""
"","84483","Register Dog Gut Sample - Using Excel Data","chromium","Thu Nov 20 11:48:19 IST 2025","failed","Thu Nov 20 11:49:43 IST 2025","Sample Registration with Excel Data","","",""
